,Rk,Player,Pos,Age,Tm,Games,Minutes Played,Player Efficiency Rating,True Shooting Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage, ,Offensive Win Shares,Defensive Win Shares,Win Shares,Win Shares Per 48 Minutes, .1,OBPM,DBPM,BPM,VORP,Season
1607,143,Greg Monroe,C,28,PHI,10,90,17.0,.455,.100,.225,17.8,19.5,18.7,6.9,2.7,3.0,8.3,22.6,,0.0,0.2,0.2,.110,,0.4,-0.8,-0.4,0.0,2018-2019
1608,144,Eric Moreland,PF,27,TOR,8,28,10.3,.500,.000,.000,7.9,47.3,27.6,14.4,0.0,0.0,0.0,3.2,,0.1,0.1,0.1,.193,,-2.2,3.7,1.4,0.0,2018-2019
1609,145,Marcus Morris,PF,29,BOS,9,254,18.2,.664,.506,.392,5.1,23.5,14.7,7.4,0.2,1.8,7.0,17.3,,0.6,0.4,1.1,.202,,3.4,1.6,5.0,0.5,2018-2019
1610,146,Markieff Morris,PF,29,OKC,5,59,11.4,.476,.438,.563,7.2,16.8,11.9,12.1,0.8,4.3,9.1,15.9,,0.0,0.1,0.1,.077,,-2.5,2.1,-0.4,0.0,2018-2019
1611,147,Monte Morris,PG,23,DEN,14,224,9.8,.409,.151,.151,1.4,7.6,4.5,24.3,1.2,0.3,6.1,19.5,,-0.1,0.1,0.0,-0.002,,-3.6,-1.1,-4.7,-0.1,2018-2019
1612,148,Donatas Motiejūnas,PF,28,SAS,5,19,33.0,.597,.100,.200,17.1,22.5,19.8,20.8,0.0,0.0,0.0,26.6,,0.1,0.0,0.1,.268,,9.2,-0.6,8.6,0.0,2018-2019
1613,149,Jamal Murray,PG,21,DEN,14,508,19.4,.534,.329,.246,3.9,8.8,6.3,21.8,1.4,0.3,7.3,26.5,,1.0,0.2,1.2,.116,,3.2,-0.4,2.8,0.6,2018-2019
1614,150,Džanan Musa,SG,19,BRK,2,15,0.4,.667,.333,.000,0.0,0.0,0.0,0.0,6.2,0.0,50.0,16.3,,-0.1,0.0,-0.1,-0.163,,-13.0,2.4,-10.7,0.0,2018-2019
1615,151,Abdel Nader,SF,25,OKC,3,5,16.1,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,16.7,0.0,17.1,,0.0,0.0,0.0,.047,,2.1,4.4,6.5,0.0,2018-2019
1616,152,Shabazz Napier,PG,27,BRK,3,28,47.6,.826,.455,.727,6.8,19.9,12.8,71.4,1.6,0.0,0.0,21.1,,0.4,0.0,0.4,.626,,17.3,5.5,22.9,0.2,2018-2019
1617,153,Raul Neto,PG,26,UTA,3,20,-4.6,.167,.167,.000,0.0,16.4,7.9,7.5,0.0,0.0,0.0,12.8,,-0.1,0.0,-0.1,-0.156,,-10.3,-3.2,-13.4,-0.1,2018-2019
1618,154,Georges Niang,PF,25,UTA,5,55,11.2,.500,.591,.000,0.0,27.8,13.4,16.3,0.9,2.1,8.3,18.7,,0.0,0.1,0.0,.044,,-0.9,2.1,1.2,0.0,2018-2019
1619,155,Nerlens Noel,C,24,OKC,5,60,16.8,.575,.000,.100,19.6,14.7,17.2,0.0,1.6,4.2,16.1,17.7,,0.0,0.1,0.1,.086,,-2.3,-0.4,-2.7,0.0,2018-2019
1620,156,Royce O'Neale,SF,25,UTA,5,137,8.7,.567,.511,.089,1.5,16.7,8.8,10.3,0.7,1.7,17.6,17.7,,-0.1,0.1,0.0,.011,,-2.7,1.6,-1.1,0.0,2018-2019
1621,157,Kyle O'Quinn,C,28,IND,1,2,-27.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.1,,0.0,0.0,0.0,-0.697,,-35.8,-3.7,-39.6,0.0,2018-2019
1622,158,Semi Ojeleye,PF,24,BOS,6,34,9.9,.658,.556,.222,3.1,2.9,3.0,9.4,0.0,0.0,9.2,14.1,,0.1,0.0,0.1,.133,,-0.2,-0.7,-1.0,0.0,2018-2019
1623,159,Zaza Pachulia,C,34,DET,2,22,2.4,.363,.000,.333,4.0,42.3,20.6,0.0,0.0,0.0,12.7,15.1,,-0.1,0.0,-0.1,-0.131,,-7.7,-3.3,-11.0,0.0,2018-2019
1624,160,Chris Paul,PG,33,HOU,11,397,17.6,.557,.426,.304,4.1,15.4,9.9,25.1,3.0,1.6,18.1,22.9,,0.5,0.6,1.1,.128,,0.7,1.7,2.5,0.4,2018-2019
1625,161,Theo Pinson,SG,23,BRK,3,22,16.5,.563,.875,.000,0.0,15.2,7.0,20.5,4.2,0.0,11.1,16.7,,0.0,0.0,0.0,.089,,2.9,2.5,5.4,0.0,2018-2019
1626,162,Mason Plumlee,C,28,DEN,14,218,16.4,.539,.021,.596,12.3,17.6,14.9,13.8,1.7,3.6,11.9,13.8,,0.4,0.2,0.7,.144,,-1.2,1.7,0.5,0.1,2018-2019
1627,163,Jakob Poeltl,C,23,SAS,7,177,18.3,.638,.028,.250,15.3,17.5,16.4,9.8,0.6,2.3,7.0,11.3,,0.6,0.1,0.7,.182,,0.9,0.0,0.9,0.1,2018-2019
1628,164,Quincy Pondexter,SF,30,SAS,5,12,1.3,.000,.500,.000,0.0,8.9,4.5,20.3,4.4,0.0,0.0,7.7,,0.0,0.0,0.0,-0.069,,-7.5,2.5,-5.0,0.0,2018-2019
1629,165,Norman Powell,SG,25,TOR,23,366,12.2,.558,.492,.151,1.5,13.9,7.7,11.4,1.2,0.0,8.2,18.2,,0.3,0.5,0.7,.097,,-0.4,0.8,0.4,0.2,2018-2019
1630,166,JJ Redick,SG,34,PHI,12,376,8.9,.606,.702,.161,0.6,4.4,2.6,7.5,0.1,0.7,14.2,17.5,,0.3,0.2,0.4,.056,,-0.1,-2.0,-2.1,0.0,2018-2019
1631,167,Austin Rivers,SG,26,HOU,10,215,8.4,.572,.565,.097,1.1,9.7,5.5,7.2,1.2,0.4,11.0,15.0,,0.1,0.2,0.3,.069,,-2.5,0.4,-2.0,0.0,2018-2019
1632,168,Glenn Robinson III,SF,25,DET,3,36,7.5,.388,.533,.267,4.9,16.2,9.8,8.3,2.7,0.0,5.6,20.8,,-0.1,0.0,-0.1,-0.083,,-4.7,-0.4,-5.1,0.0,2018-2019
1633,169,Jerome Robinson,SG,21,LAC,5,46,15.7,.556,.429,.357,4.6,10.3,7.3,21.1,2.0,0.0,5.8,15.6,,0.1,0.0,0.1,.097,,2.6,1.6,4.2,0.1,2018-2019
1634,170,Terrence Ross,SG,27,ORL,5,146,11.2,.537,.648,.315,0.7,13.7,6.7,9.0,2.1,1.3,14.0,21.7,,-0.1,0.1,0.0,.015,,-0.2,1.1,0.9,0.1,2018-2019
1635,171,Terry Rozier,PG,24,BOS,9,162,8.7,.439,.576,.271,2.6,21.1,12.3,16.8,1.2,1.2,13.2,20.7,,-0.3,0.3,0.0,.012,,-2.7,1.2,-1.5,0.0,2018-2019
1636,172,Ricky Rubio,PG,28,UTA,5,168,17.3,.515,.303,.303,1.8,8.4,5.0,46.2,3.5,0.7,16.7,22.9,,0.1,0.2,0.3,.090,,1.3,3.6,4.8,0.3,2018-2019
1637,173,D'Angelo Russell,PG,22,BRK,5,148,11.5,.446,.359,.126,1.3,12.1,6.3,22.1,2.2,0.5,11.4,33.8,,-0.4,0.0,-0.3,-0.105,,-1.1,-2.0,-3.1,0.0,2018-2019
1638,174,Domantas Sabonis,C,22,IND,4,96,15.6,.484,.138,.483,7.3,27.7,16.5,29.1,1.6,1.0,12.5,19.4,,0.1,0.2,0.2,.113,,0.2,3.0,3.2,0.1,2018-2019
1639,175,Dennis Schröder,PG,25,OKC,5,151,13.7,.548,.364,.327,1.4,10.2,5.7,18.1,1.3,0.0,8.7,19.5,,0.2,0.1,0.3,.080,,-0.2,0.6,0.4,0.1,2018-2019
1640,176,Mike Scott,PF,30,PHI,10,193,7.3,.585,.723,.043,2.4,16.0,9.5,3.6,0.8,0.0,12.8,12.1,,0.1,0.2,0.3,.067,,-2.1,-0.4,-2.5,0.0,2018-2019
1641,177,Thabo Sefolosha,SF,34,UTA,4,42,-4.7,.179,.571,.000,2.4,18.2,10.0,7.1,0.0,0.0,6.7,15.3,,-0.2,0.0,-0.2,-0.189,,-8.8,-2.3,-11.1,-0.1,2018-2019
1642,178,Landry Shamet,SG,21,LAC,6,174,6.4,.542,.816,.263,0.6,7.5,3.8,7.6,1.6,0.0,14.2,11.8,,0.0,-0.1,-0.1,-0.029,,-2.9,-1.2,-4.1,-0.1,2018-2019
1643,179,Iman Shumpert,SG,28,HOU,8,109,5.0,.522,.846,.154,1.1,11.0,6.2,2.7,0.5,0.0,9.8,12.5,,0.0,0.1,0.1,.022,,-2.5,-0.7,-3.2,0.0,2018-2019
1644,180,Pascal Siakam,PF,24,TOR,24,891,17.1,.540,.272,.227,5.0,16.2,10.6,12.9,1.4,1.9,7.3,23.2,,1.0,1.4,2.4,.127,,1.8,0.8,2.6,1.0,2018-2019
1645,181,Ben Simmons,PG,22,PHI,12,421,18.0,.625,.000,.345,6.2,14.9,10.8,26.3,1.7,2.6,19.3,16.7,,0.8,0.6,1.4,.156,,1.6,2.0,3.7,0.6,2018-2019
1646,182,Jonathon Simmons,SF,29,PHI,7,52,2.5,.394,.333,.133,4.4,13.9,9.4,6.1,0.9,0.0,15.9,30.9,,-0.2,0.0,-0.2,-0.174,,-7.1,-5.2,-12.3,-0.1,2018-2019
1647,183,Anfernee Simons,SG,19,POR,5,12,-9.2,.217,.286,.714,0.0,0.0,0.0,0.0,4.2,0.0,0.0,33.4,,-0.1,0.0,-0.1,-0.364,,-14.2,-4.2,-18.5,-0.1,2018-2019
1648,184,Marcus Smart,SG,24,BOS,2,32,3.2,.257,1.000,.545,13.4,0.0,6.4,17.6,4.5,0.0,18.0,23.0,,-0.1,0.1,-0.1,-0.128,,-5.2,0.6,-4.6,0.0,2018-2019
1649,185,Ish Smith,PG,30,DET,4,81,3.6,.302,.184,.105,1.1,14.4,6.8,26.3,1.8,1.1,9.1,22.7,,-0.3,0.0,-0.3,-0.201,,-5.9,-1.9,-7.8,-0.1,2018-2019
1650,186,Zhaire Smith,SG,19,PHI,2,5,10.6,0,0,0,0.0,0.0,0.0,0.0,9.8,0.0,0,0.0,,0.0,0.0,0.0,.135,,-3.6,7.7,4.1,0.0,2018-2019
1651,187,Tony Snell,SF,27,MIL,9,28,4.6,.417,.333,.000,7.4,3.5,5.4,0.0,1.7,3.2,14.3,10.8,,0.0,0.0,0.0,.033,,-4.2,0.6,-3.6,0.0,2018-2019
1652,188,Edmond Sumner,PG,23,IND,1,2,12.6,0,0,0,0.0,100.0,54.5,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,.173,,-9.9,12.1,2.1,0.0,2018-2019
1653,189,Jayson Tatum,SF,20,BOS,9,295,13.5,.530,.277,.348,2.5,17.6,10.4,10.0,1.6,2.2,12.2,22.0,,-0.1,0.6,0.5,.075,,-0.5,1.6,1.0,0.2,2018-2019
1654,190,Garrett Temple,SG,32,LAC,6,63,5.3,.455,.636,.909,1.7,11.3,6.2,4.1,2.2,1.3,11.5,11.5,,0.0,0.0,-0.1,-0.039,,-5.5,0.5,-5.0,0.0,2018-2019
1655,191,Daniel Theis,C,26,BOS,7,42,8.0,.403,.143,.143,10.2,14.0,12.2,0.0,1.2,2.2,6.3,16.7,,0.0,0.1,0.0,.026,,-3.0,-1.2,-4.2,0.0,2018-2019
1656,192,Khyri Thomas,SG,22,DET,3,15,30.4,.563,.333,.083,0.0,15.5,6.7,0.0,6.4,0.0,0.0,34.9,,0.0,0.0,0.0,.088,,6.9,4.6,11.5,0.1,2018-2019
1657,193,Klay Thompson,SG,28,GSW,21,818,14.5,.575,.439,.114,1.7,10.1,6.0,8.3,1.7,1.8,9.1,22.1,,0.7,0.4,1.1,.067,,0.6,-0.4,0.2,0.5,2018-2019
1658,194,Sindarius Thornwell,SG,24,LAC,4,12,9.1,.417,.500,.000,0.0,39.5,18.6,0.0,3.9,0.0,0.0,20.8,,0.0,0.0,0.0,-0.048,,-4.8,2.5,-2.3,0.0,2018-2019
1659,195,P.J. Tucker,PF,33,HOU,11,426,14.3,.637,.648,.261,5.2,16.2,10.8,6.6,2.2,1.7,7.5,11.1,,0.9,0.6,1.5,.165,,1.8,2.7,4.5,0.7,2018-2019
1660,196,Evan Turner,PG,30,POR,16,245,9.0,.409,.022,.326,5.6,25.6,15.6,19.4,0.6,1.0,19.8,11.7,,0.0,0.2,0.2,.033,,-3.1,0.6,-2.6,0.0,2018-2019
1661,197,Myles Turner,C,22,IND,4,126,9.8,.479,.400,.371,3.2,20.1,10.8,8.1,0.0,5.3,6.9,16.1,,0.0,0.2,0.2,.060,,-3.2,0.9,-2.2,0.0,2018-2019
1662,198,Ekpe Udoh,C,31,UTA,2,6,-6.9,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,,0.0,0.0,0.0,-0.174,,-8.4,-5.3,-13.7,0.0,2018-2019
1663,199,Jarred Vanderbilt,PF,19,DEN,3,5,11.3,0,0,0,0.0,21.4,10.5,0.0,0.0,15.7,0,0.0,,0.0,0.0,0.0,.086,,-1.3,4.8,3.5,0.0,2018-2019
1664,200,Fred VanVleet,PG,24,TOR,24,592,10.4,.534,.590,.187,1.3,6.2,3.7,15.7,1.5,1.0,10.5,15.4,,0.4,0.7,1.1,.085,,-0.7,0.8,0.1,0.3,2018-2019
1665,201,Nikola Vučević,C,28,ORL,5,147,10.1,.436,.224,.241,6.2,24.8,14.8,19.3,0.7,3.2,16.8,23.3,,-0.3,0.1,-0.2,-0.053,,-1.9,0.4,-1.5,0.0,2018-2019
1666,202,Lonnie Walker IV,SG,20,SAS,6,21,8.6,.375,.125,.000,0.0,10.2,5.1,21.1,0.0,0.0,0.0,17.7,,0.0,0.0,0.0,-0.036,,-3.0,-2.1,-5.1,0.0,2018-2019
1667,203,Tyrone Wallace,PG,24,LAC,2,11,4.3,.376,.000,.750,0.0,10.8,5.1,36.9,0.0,0.0,15.8,23.9,,0.0,0.0,0.0,-0.146,,-5.6,-0.8,-6.4,0.0,2018-2019
1668,204,Brad Wanamaker,PG,29,BOS,4,17,20.1,.571,.143,.571,0.0,0.0,0.0,31.1,5.7,0.0,18.6,28.0,,0.0,0.0,0.0,.118,,2.7,1.5,4.2,0.0,2018-2019
1669,205,Russell Westbrook,PG,30,OKC,5,197,16.0,.466,.306,.234,3.8,21.2,12.4,46.0,1.2,1.3,15.8,31.5,,-0.1,0.2,0.1,.023,,1.5,0.4,1.9,0.2,2018-2019
1670,206,Derrick White,PG,24,SAS,7,191,18.9,.613,.227,.347,0.6,11.2,5.9,18.1,1.4,2.1,14.8,24.7,,0.3,0.1,0.4,.090,,1.1,1.0,2.1,0.2,2018-2019
1671,207,Lou Williams,SG,32,LAC,6,176,21.1,.533,.173,.394,3.6,7.4,5.4,45.5,1.3,0.5,12.9,33.1,,0.3,-0.1,0.2,.050,,4.0,-2.7,1.3,0.1,2018-2019
1672,208,Robert Williams,C,21,BOS,3,13,17.3,.694,.000,1.000,8.2,45.1,27.5,0.0,0.0,0.0,0.0,9.8,,0.0,0.0,0.1,.256,,2.5,0.1,2.6,0.0,2018-2019
1673,209,D.J. Wilson,PF,22,MIL,8,43,6.6,.563,.313,.125,2.4,20.2,11.7,14.7,0.0,2.1,29.3,23.9,,-0.1,0.1,0.0,-0.040,,-7.9,0.7,-7.1,-0.1,2018-2019
1674,210,Guerschon Yabusele,PF,23,BOS,4,14,15.7,.565,.250,1.750,7.6,7.0,7.3,11.9,0.0,6.7,12.4,25.5,,0.0,0.0,0.0,.143,,-0.6,2.5,1.9,0.0,2018-2019
1675,211,Thaddeus Young,PF,30,IND,4,130,16.5,.466,.190,.167,6.9,17.6,11.7,20.6,4.3,2.2,10.0,17.8,,0.0,0.3,0.3,.112,,0.1,4.2,4.3,0.2,2018-2019
1676,212,Ivica Zubac,C,21,LAC,4,39,23.0,.518,.000,.167,29.6,33.4,31.4,4.3,2.4,4.3,17.2,24.9,,0.0,0.0,0.1,.065,,2.2,-2.4,-0.2,0.0,2018-2019
1677,1,Jaylen Adams,PG,23,POR,3,21,7.7,.333,.444,.000,5.0,10.1,7.5,14.9,2.2,0.0,0.0,17.9,,0.0,0.0,0.0,-0.051,,-3.6,-2.6,-6.1,0.0,2019-2020
1678,2,Steven Adams,C,26,OKC,7,210,16.3,.584,.019,.385,17.6,22.6,20.2,7.1,0.9,1.2,20.8,15.8,,0.2,0.3,0.5,.109,,0.6,-0.7,-0.1,0.1,2019-2020
1679,3,Bam Adebayo,PF,22,MIA,19,687,20.8,.625,.005,.523,8.2,24.2,16.5,20.5,1.4,2.3,14.8,21.0,,1.7,0.9,2.6,.180,,2.3,1.8,4.1,1.0,2019-2020
1680,4,Jarrett Allen,C,21,BRK,4,132,17.1,.660,.000,.667,12.1,34.5,22.5,10.5,0.7,5.1,26.2,13.1,,0.2,0.1,0.2,.078,,-0.3,0.3,-0.1,0.1,2019-2020
1681,5,Justin Anderson,SG,26,BRK,3,28,20.6,.690,.917,.333,0.0,31.0,14.4,18.6,0.0,3.4,12.7,23.2,,0.1,0.0,0.1,.112,,5.1,2.0,7.0,0.1,2019-2020
1682,6,Giannis Antetokounmpo,PF,25,MIL,9,277,31.3,.610,.248,.503,10.3,38.2,24.0,36.7,1.0,3.1,13.2,35.2,,0.9,0.5,1.4,.238,,7.8,3.4,11.2,0.9,2019-2020
1683,7,Carmelo Anthony,PF,35,POR,5,176,8.4,.512,.279,.206,0.6,14.4,7.5,9.1,1.3,1.0,14.9,20.6,,-0.2,0.1,-0.1,-0.021,,-2.3,-0.7,-2.9,0.0,2019-2020
1684,8,OG Anunoby,SF,22,TOR,11,393,11.5,.573,.466,.318,7.0,14.0,10.4,4.7,1.4,3.5,13.8,13.1,,0.2,0.7,0.9,.116,,-0.6,1.5,0.9,0.3,2019-2020
1685,9,D.J. Augustin,PG,32,ORL,5,128,15.0,.588,.370,.500,0.0,8.4,4.0,36.9,0.4,0.0,17.6,22.7,,0.2,0.1,0.2,.089,,1.6,-1.7,0.0,0.1,2019-2020
1686,10,J.J. Barea,PG,35,DAL,1,5,4.4,.647,.000,3.000,0.0,0.0,0.0,0.0,0.0,0.0,30.1,28.6,,0.0,0.0,0.0,-0.097,,-7.9,-5.9,-13.8,0.0,2019-2020
1687,11,Keita Bates-Diop,SF,24,DEN,5,24,5.7,.255,.000,.400,15.0,14.8,14.9,5.5,0.0,0.0,0.0,11.2,,0.0,0.0,0.0,-0.031,,-2.0,-4.7,-6.8,0.0,2019-2020
1688,12,Darius Bazley,PF,19,OKC,7,126,14.3,.650,.710,.323,1.7,36.0,19.5,7.3,0.0,2.9,14.5,14.2,,0.2,0.2,0.3,.133,,2.7,3.0,5.7,0.2,2019-2020
1689,13,Patrick Beverley,PG,31,LAC,8,166,13.7,.613,.564,.103,6.0,16.3,11.1,15.8,2.4,1.7,14.7,12.6,,0.3,0.2,0.5,.146,,-1.1,3.6,2.5,0.2,2019-2020
1690,14,Khem Birch,C,27,ORL,5,89,11.6,.637,.000,.786,9.9,19.4,14.4,11.3,0.5,0.0,21.0,11.4,,0.2,0.1,0.2,.121,,-2.0,0.5,-1.4,0.0,2019-2020
1691,15,Eric Bledsoe,PG,30,MIL,9,267,12.6,.480,.327,.265,2.0,14.7,8.2,29.0,2.0,2.4,17.4,21.3,,-0.1,0.4,0.3,.051,,-1.4,1.2,-0.2,0.1,2019-2020
1692,16,Bol Bol,PF,20,DEN,4,21,42.6,.759,.333,.889,17.1,11.3,14.2,0.0,4.9,9.3,13.8,31.5,,0.1,0.0,0.2,.379,,13.6,4.0,17.6,0.1,2019-2020
1693,17,Chris Boucher,C,27,TOR,7,43,4.3,.350,.455,.091,7.4,23.1,15.0,3.2,0.0,5.0,8.0,12.8,,-0.1,0.1,0.0,.013,,-5.0,-2.2,-7.2,-0.1,2019-2020
1694,18,Tony Bradley,C,22,UTA,6,48,12.8,.373,.000,.778,24.9,31.1,28.1,2.7,2.2,4.0,24.9,15.7,,0.0,0.1,0.0,.031,,-3.7,-3.3,-7.0,-0.1,2019-2020
1695,19,Jarrell Brantley,PF,23,UTA,2,13,-5.3,.085,.600,.400,27.6,8.8,18.0,18.8,0.0,7.5,14.5,24.8,,-0.1,0.0,-0.1,-0.287,,-16.9,-4.8,-21.7,-0.1,2019-2020
1696,20,Malcolm Brogdon,PG,27,IND,4,160,18.9,.556,.369,.431,0.0,12.8,6.2,41.8,1.2,0.0,11.5,25.1,,0.3,0.0,0.4,.109,,3.5,-0.8,2.6,0.2,2019-2020
1697,21,Jaylen Brown,SG,23,BOS,17,672,17.1,.586,.417,.219,4.2,16.5,10.6,9.9,1.9,1.3,11.5,23.7,,0.7,1.1,1.8,.130,,2.2,1.1,3.3,0.9,2019-2020
1698,22,Sterling Brown,SF,24,MIL,1,4,-7.9,.000,1.000,.000,0.0,27.2,13.4,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.217,,-11.6,-4.7,-16.3,0.0,2019-2020
1699,23,Trey Burke,PG,27,DAL,6,156,15.6,.584,.288,.169,1.4,12.0,6.6,11.5,2.4,1.1,8.6,19.1,,0.2,0.0,0.2,.050,,-0.6,0.8,0.2,0.1,2019-2020
1700,24,Alec Burks,SG,28,PHI,4,95,9.4,.397,.327,.184,7.7,9.3,8.5,14.1,0.5,3.0,5.4,25.7,,-0.1,0.0,-0.1,-0.065,,-0.8,-2.7,-3.5,0.0,2019-2020
1701,25,Deonte Burton,SF,26,OKC,1,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,.020,,-3.5,-1.4,-4.9,0.0,2019-2020
1702,26,Jimmy Butler,SF,30,MIA,21,806,23.8,.616,.146,.647,6.8,12.5,9.7,26.3,2.5,1.7,13.5,24.7,,2.5,1.0,3.5,.209,,4.4,1.5,5.9,1.6,2019-2020
1703,27,Bruno Caboclo,C,24,HOU,2,7,13.4,.500,.500,.000,0.0,50.3,23.9,0.0,7.0,0.0,0.0,12.8,,0.0,0.0,0.0,.157,,-4.7,4.6,-0.1,0.0,2019-2020
1704,28,Kentavious Caldwell-Pope,SG,26,LAL,21,608,10.5,.560,.630,.143,1.6,6.9,4.3,6.4,1.7,0.6,6.9,15.5,,0.5,0.6,1.1,.089,,-0.9,0.1,-0.8,0.2,2019-2020
1705,29,DeMarre Carroll,C,33,HOU,2,6,14.9,.500,.000,.000,0.0,58.7,27.9,27.5,0.0,0.0,0.0,14.9,,0.0,0.0,0.0,.170,,-3.6,4.5,0.9,0.0,2019-2020
1706,30,Alex Caruso,PG,25,LAL,21,510,9.9,.543,.540,.265,3.5,7.6,5.6,15.2,2.2,2.3,19.7,13.4,,0.2,0.6,0.8,.080,,-2.4,1.9,-0.5,0.2,2019-2020
1707,31,Tyson Chandler,C,37,HOU,1,0,,.000,0,0,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2019-2020
1708,32,Chris Chiozza,PG,24,BRK,4,65,13.0,.446,.667,.167,1.4,8.3,4.7,41.4,3.6,0.0,10.4,18.2,,0.0,0.0,0.0,.016,,-0.2,1.5,1.3,0.1,2019-2020
1709,33,Gary Clark,SF,25,ORL,5,144,9.6,.526,.970,.152,2.7,18.0,10.0,7.0,1.6,1.4,5.4,11.0,,0.0,0.2,0.2,.070,,-0.2,1.1,0.9,0.1,2019-2020
1710,34,Jordan Clarkson,SG,27,UTA,7,200,18.0,.577,.505,.103,1.2,12.6,7.0,12.6,1.6,0.0,6.5,25.4,,0.4,0.0,0.4,.093,,0.9,-0.9,0.0,0.1,2019-2020
1711,35,Chris Clemons,SG,22,HOU,2,8,22.8,.595,1.000,.400,0.0,29.3,13.9,0.0,0.0,0.0,0.0,32.9,,0.0,0.0,0.0,.121,,11.0,0.6,11.6,0.0,2019-2020
1712,36,Antonius Cleveland,SG,25,DAL,2,9,13.0,.400,.000,.000,12.0,0.0,6.1,0.0,5.2,0.0,0.0,23.9,,0.0,0.0,0.0,-0.050,,-3.4,-3.1,-6.5,0.0,2019-2020
1713,37,Amir Coffey,SG,22,LAC,3,7,21.4,.258,.333,.667,0.0,0.0,0.0,67.6,7.0,0.0,0.0,24.3,,0.0,0.0,0.0,.099,,3.4,7.1,10.5,0.0,2019-2020
1714,38,Mike Conley,PG,32,UTA,5,165,26.3,.672,.531,.344,2.2,7.7,5.0,25.0,2.5,0.6,6.4,22.3,,0.8,0.0,0.9,.255,,6.8,2.4,9.2,0.5,2019-2020
1715,39,Pat Connaughton,SG,27,MIL,10,171,8.8,.557,.657,.057,3.1,21.7,12.2,8.7,0.6,1.3,12.2,10.3,,0.1,0.2,0.3,.082,,-1.6,1.3,-0.3,0.1,2019-2020
1716,40,Quinn Cook,PG,26,LAL,6,24,18.6,.623,.400,.100,0.0,4.9,2.5,32.2,0.0,0.0,8.7,20.8,,0.1,0.0,0.1,.186,,3.5,-0.4,3.1,0.0,2019-2020
1717,41,Tyler Cook,SF,22,DEN,1,4,5.8,0,0,0,0.0,59.1,29.8,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,.059,,-5.0,-0.2,-5.2,0.0,2019-2020
1718,42,Robert Covington,C,29,HOU,12,379,15.8,.683,.716,.074,2.2,16.1,8.8,6.5,3.9,3.4,10.9,13.0,,0.5,0.8,1.3,.169,,1.2,3.8,5.0,0.7,2019-2020
1719,43,Torrey Craig,SF,29,DEN,19,375,7.4,.514,.538,.167,4.2,15.4,9.8,4.8,1.0,1.8,9.7,11.3,,0.1,0.2,0.3,.033,,-3.0,-0.2,-3.2,-0.1,2019-2020
1720,44,Jae Crowder,PF,29,MIA,21,660,12.2,.570,.801,.229,2.0,17.9,10.2,9.0,1.1,1.8,6.3,16.2,,0.6,0.7,1.3,.095,,1.0,0.0,0.9,0.5,2019-2020
1721,45,Seth Curry,SG,29,DAL,6,173,14.1,.697,.396,.094,1.2,5.8,3.5,6.8,1.6,0.0,12.7,15.7,,0.3,-0.1,0.2,.058,,0.7,-0.8,-0.1,0.1,2019-2020
1722,46,Troy Daniels,SG,28,DEN,6,30,17.7,.621,.500,.167,4.0,7.9,6.0,11.0,0.0,0.0,0.0,19.6,,0.1,0.0,0.1,.141,,3.6,-1.7,2.0,0.0,2019-2020
1723,47,Anthony Davis,PF,26,LAL,21,769,29.6,.665,.167,.499,8.5,22.7,15.6,16.1,1.7,3.8,10.8,27.8,,3.3,1.2,4.5,.284,,6.5,2.1,8.7,2.1,2019-2020
1724,48,Terence Davis,SG,22,TOR,6,84,14.0,.670,.655,.241,2.5,14.4,8.3,13.2,0.6,0.0,15.8,20.0,,0.1,0.1,0.2,.140,,-0.4,-0.8,-1.2,0.0,2019-2020
1725,49,Hamidou Diallo,SF,21,OKC,3,25,13.8,.462,.455,.636,8.7,16.1,12.6,6.7,0.0,9.8,12.4,27.7,,0.0,0.0,0.0,-0.005,,0.6,-0.3,0.3,0.0,2019-2020
1726,50,Donte DiVincenzo,SG,23,MIL,10,165,12.4,.552,.412,.392,5.1,15.9,10.4,10.6,2.0,2.0,14.3,18.2,,0.1,0.2,0.3,.088,,-2.1,2.1,-0.1,0.1,2019-2020
1727,51,Luka Dončić,PG,20,DAL,6,215,26.9,.596,.344,.500,2.0,28.3,15.0,42.7,1.5,1.2,16.6,37.5,,0.4,0.0,0.5,.101,,6.9,1.0,7.9,0.5,2019-2020
1728,52,Luguentz Dort,SF,20,OKC,6,175,4.4,.454,.658,.197,3.1,9.8,6.6,5.7,0.5,4.2,15.4,24.0,,-0.5,0.2,-0.3,-0.072,,-4.9,0.0,-5.0,-0.1,2019-2020
